Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
58,Female,Master's,14,Analyst,IT,Teacher,Low,City_C,1,Online Courses,0,28.28462752688325
26,Male,High School,15,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,9.756331393680096
40,Male,Master's,11,Analyst,Education,Financial Analyst,Low,City_B,1,Online Courses,1,18.9618222559184
35,Male,Bachelor's,1,Engineer,Education,Nurse,Low,City_A,1,Online Courses,0,1.0302614049064296
47,Male,Master's,21,Consultant,Education,Teacher,Medium,City_C,1,Workshops,1,4.4260143742352716
25,Female,Ph.D.,3,Engineer,Healthcare,Nurse,Medium,City_B,1,Certifications,0,23.00356251922024
46,Male,Ph.D.,17,Consultant,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,6.662801417046948
46,Female,High School,28,Analyst,IT,Nurse,High,City_A,1,Workshops,0,20.12340171310405
39,Female,Master's,19,Engineer,Finance,Financial Analyst,High,City_C,1,Online Courses,1,20.58326201911325
29,Male,High School,14,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Online Courses,1,2.5344776960910482
35,Female,High School,22,Consultant,Finance,Financial Analyst,Medium,City_B,1,Online Courses,1,8.669331854668084
53,Male,Bachelor's,23,Consultant,Finance,Software Developer,Low,City_A,1,Online Courses,1,32.3271264719805
59,Male,Bachelor's,8,Manager,Healthcare,Software Developer,Low,City_B,1,Workshops,1,24.22454562941005
54,Female,Ph.D.,13,Analyst,Education,Nurse,Medium,City_C,1,Certifications,0,24.24788603905976
44,Female,High School,27,Consultant,IT,Financial Analyst,High,City_C,1,Workshops,0,12.30939550355776
36,Male,Ph.D.,20,Engineer,Finance,Software Developer,Low,City_C,1,Workshops,1,2.826332971317894
54,Female,Master's,3,Consultant,Education,Nurse,High,City_C,1,Workshops,1,4.854256302339129
46,Female,High School,5,Manager,Healthcare,Nurse,High,City_A,1,Online Courses,1,26.102183804241644
38,Female,High School,9,Analyst,Finance,Nurse,Medium,City_C,1,Certifications,1,5.835270448030048
54,Male,Master's,29,Manager,Finance,Nurse,Low,City_A,1,Online Courses,0,38.29630298382455
23,Male,Master's,6,Manager,Finance,Nurse,Low,City_C,1,Workshops,1,15.615039014926824
35,Female,Ph.D.,25,Manager,Education,Teacher,High,City_A,1,Online Courses,1,8.603344473149292
27,Female,Ph.D.,22,Engineer,Education,Financial Analyst,High,City_C,1,Certifications,1,3.3449051269876406
27,Female,Master's,2,Analyst,Education,Nurse,Medium,City_C,1,Certifications,1,6.548130416496665
24,Female,Ph.D.,13,Analyst,Finance,Teacher,High,City_A,1,Online Courses,0,9.30915445355369
28,Female,Master's,5,Engineer,Finance,Financial Analyst,Medium,City_B,1,Workshops,0,1.8640991090228622
29,Male,High School,28,Analyst,IT,Software Developer,Low,City_B,1,Online Courses,1,29.38233061881477
36,Female,High School,27,Manager,IT,Nurse,Medium,City_B,1,Workshops,0,5.106187232616651
50,Male,Bachelor's,25,Analyst,Education,Teacher,High,City_A,1,Certifications,0,4.691845047551791
54,Female,High School,8,Engineer,Education,Software Developer,Low,City_B,1,Online Courses,1,24.05096161107554
51,Male,Master's,23,Manager,Healthcare,Teacher,Medium,City_B,1,Certifications,1,4.425815320277116
48,Female,Ph.D.,1,Engineer,Education,Financial Analyst,Low,City_A,1,Workshops,0,15.639166542852909
57,Male,Bachelor's,20,Consultant,IT,Financial Analyst,Medium,City_B,1,Workshops,0,15.75777858759685
50,Female,Ph.D.,12,Manager,IT,Software Developer,High,City_B,1,Online Courses,0,1.384701458721481
59,Male,Master's,23,Manager,IT,Teacher,High,City_B,1,Online Courses,0,17.196640641851175
54,Male,High School,11,Analyst,Finance,Nurse,Low,City_A,1,Online Courses,0,7.46565649928524
58,Male,Bachelor's,7,Manager,Finance,Nurse,Low,City_A,1,Certifications,1,22.011934071589003
48,Male,Master's,15,Engineer,Education,Software Developer,Low,City_B,1,Workshops,0,6.818216683883945
54,Male,Bachelor's,22,Analyst,Healthcare,Software Developer,Medium,City_B,1,Workshops,0,25.931924828158163
25,Male,Bachelor's,24,Consultant,Healthcare,Software Developer,High,City_A,1,Certifications,0,22.83492885002115
43,Female,High School,11,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,27.494530104424165
23,Male,Master's,29,Consultant,Finance,Nurse,Low,City_A,1,Online Courses,0,7.163815060241626
31,Female,Ph.D.,22,Consultant,IT,Nurse,Low,City_B,1,Certifications,0,5.199522605219132
26,Female,Bachelor's,26,Consultant,IT,Nurse,Medium,City_A,1,Workshops,0,4.030449375520856
31,Female,Bachelor's,16,Manager,Finance,Software Developer,Low,City_C,1,Workshops,0,25.491204998291746
54,Female,Ph.D.,3,Engineer,Healthcare,Nurse,Low,City_C,1,Workshops,1,18.346829465326515
59,Female,Master's,20,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Workshops,1,29.447309695599564
34,Male,Bachelor's,14,Manager,Education,Software Developer,Medium,City_C,1,Certifications,0,4.525615866566089
52,Male,Bachelor's,3,Analyst,Education,Nurse,Low,City_B,1,Workshops,1,10.309998333806421
57,Male,Bachelor's,1,Consultant,Healthcare,Teacher,Low,City_A,1,Certifications,1,1.685965541005434
45,Female,Master's,26,Engineer,Finance,Software Developer,Medium,City_A,1,Online Courses,1,5.97846951704251
36,Male,Master's,21,Manager,Healthcare,Financial Analyst,High,City_B,1,Certifications,1,12.810474483601716
50,Male,Ph.D.,15,Consultant,Education,Financial Analyst,Medium,City_B,1,Workshops,1,24.68984801222102
29,Male,Master's,1,Analyst,Healthcare,Teacher,High,City_A,1,Online Courses,1,5.19631067005636
26,Male,Master's,17,Analyst,Finance,Teacher,Low,City_B,1,Certifications,0,20.726992557991117
50,Male,High School,2,Consultant,IT,Software Developer,Low,City_A,1,Certifications,0,15.780994658915583
25,Female,Ph.D.,29,Analyst,Finance,Software Developer,High,City_B,1,Certifications,1,17.02631090506351
33,Male,Bachelor's,20,Engineer,Finance,Financial Analyst,Medium,City_A,1,Online Courses,0,1.2186343305980225
23,Female,Master's,6,Engineer,Education,Teacher,Low,City_B,1,Certifications,1,8.420275416200518
48,Female,Bachelor's,8,Engineer,Finance,Software Developer,High,City_B,1,Workshops,0,14.858193436432996
52,Female,Bachelor's,29,Analyst,Finance,Financial Analyst,Medium,City_C,1,Online Courses,0,22.17734189258466
57,Female,High School,16,Engineer,Education,Teacher,High,City_C,1,Online Courses,0,28.008106371301345
57,Female,Master's,19,Manager,Education,Financial Analyst,Medium,City_C,1,Certifications,1,3.5016234141788645
47,Male,Ph.D.,1,Engineer,IT,Nurse,Medium,City_B,1,Workshops,0,13.733885949228242
48,Male,Master's,3,Engineer,Healthcare,Teacher,Medium,City_A,1,Online Courses,0,21.4250537064273
26,Male,Bachelor's,28,Analyst,Finance,Software Developer,Medium,City_B,1,Certifications,1,3.421459495724371
41,Female,Ph.D.,3,Engineer,Education,Software Developer,High,City_C,1,Workshops,1,7.30354221671768
32,Male,Master's,5,Consultant,IT,Nurse,High,City_B,1,Certifications,0,2.138418633882288
31,Male,Bachelor's,27,Manager,Healthcare,Teacher,High,City_C,1,Certifications,1,1.477655039542304
59,Female,Bachelor's,12,Analyst,Education,Financial Analyst,High,City_C,1,Online Courses,0,20.828587886099932
27,Female,High School,12,Manager,Healthcare,Software Developer,High,City_A,1,Online Courses,0,24.344669491848695
29,Female,High School,20,Consultant,Healthcare,Nurse,Medium,City_A,1,Certifications,1,19.60346883719179
44,Female,High School,13,Analyst,Finance,Nurse,Low,City_C,1,Online Courses,1,21.97933272647751
47,Male,Bachelor's,20,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,5.476702415422836
33,Female,Master's,9,Engineer,Education,Teacher,High,City_B,1,Workshops,1,4.933216684888055
47,Female,High School,7,Manager,Healthcare,Software Developer,High,City_C,1,Workshops,0,4.536030662480612
34,Male,Master's,4,Consultant,Education,Nurse,Low,City_B,1,Certifications,1,18.654128984974072
39,Male,High School,19,Consultant,Education,Financial Analyst,Medium,City_C,1,Certifications,1,5.756636540437844
46,Female,Ph.D.,22,Analyst,Healthcare,Nurse,High,City_A,1,Certifications,1,7.227120826752588
54,Male,Ph.D.,19,Engineer,Education,Financial Analyst,Medium,City_A,1,Certifications,1,16.671991616845546
33,Female,High School,6,Analyst,Healthcare,Financial Analyst,Low,City_C,1,Workshops,1,4.398661721261302
57,Female,Bachelor's,27,Analyst,Healthcare,Software Developer,Low,City_B,1,Online Courses,0,18.21804117977176
25,Male,High School,13,Analyst,Healthcare,Nurse,High,City_B,1,Workshops,0,10.461792453644016
26,Male,High School,11,Analyst,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,0,5.828821962631393
58,Female,Bachelor's,13,Consultant,IT,Teacher,High,City_C,1,Certifications,1,5.080181841227757
29,Female,Ph.D.,13,Consultant,Healthcare,Financial Analyst,Low,City_C,1,Workshops,0,17.09254188886237
49,Female,Master's,28,Analyst,Finance,Teacher,Medium,City_A,1,Workshops,0,10.920662722834372
52,Male,High School,25,Analyst,Finance,Teacher,High,City_A,1,Certifications,1,9.08790745379001
30,Female,Bachelor's,22,Engineer,Finance,Nurse,High,City_C,1,Online Courses,1,7.38223292403483
50,Female,High School,28,Analyst,Healthcare,Teacher,High,City_A,1,Certifications,1,9.738929336714326
35,Female,Bachelor's,20,Consultant,Finance,Financial Analyst,Low,City_B,1,Workshops,0,17.39505015946056
43,Female,Master's,15,Manager,IT,Teacher,High,City_B,1,Certifications,0,24.771140812671135
32,Female,Master's,21,Consultant,Education,Nurse,Medium,City_C,1,Certifications,1,15.878331937811314
44,Male,Ph.D.,13,Engineer,Healthcare,Software Developer,High,City_B,1,Online Courses,0,21.494064078389755
22,Female,Bachelor's,22,Consultant,Finance,Financial Analyst,Low,City_C,1,Certifications,0,18.311199888742845
58,Female,Bachelor's,11,Manager,IT,Financial Analyst,High,City_B,1,Certifications,1,12.355279845532369
42,Female,Ph.D.,19,Analyst,Education,Nurse,Low,City_C,1,Certifications,0,4.7584472257215715
47,Female,Ph.D.,8,Manager,IT,Nurse,Low,City_B,1,Workshops,1,24.497410114281333
57,Male,Bachelor's,20,Analyst,Finance,Nurse,Medium,City_B,1,Workshops,0,5.693873042741625
44,Male,Ph.D.,8,Analyst,IT,Nurse,Medium,City_A,1,Online Courses,1,22.34082965376887
22,Male,Master's,10,Consultant,Education,Financial Analyst,High,City_A,1,Certifications,0,13.266448194286172
36,Female,High School,26,Consultant,Finance,Software Developer,Low,City_A,1,Workshops,0,22.81466718614891
42,Female,Master's,16,Consultant,Education,Teacher,Low,City_A,1,Online Courses,1,25.851928872478855
30,Male,Ph.D.,19,Engineer,IT,Teacher,Medium,City_A,1,Certifications,1,16.989489919163386
30,Male,Bachelor's,26,Consultant,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,3.6242683616097575
31,Male,Bachelor's,23,Engineer,Healthcare,Software Developer,High,City_C,1,Online Courses,1,3.9405131483013847
47,Female,Master's,11,Consultant,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,16.227526738106477
56,Female,Bachelor's,13,Analyst,Healthcare,Nurse,Medium,City_A,1,Online Courses,1,32.63964185966613
46,Male,Ph.D.,28,Engineer,Education,Financial Analyst,High,City_C,1,Online Courses,1,1.9028754927395148
47,Male,Master's,9,Manager,Healthcare,Financial Analyst,Low,City_A,1,Online Courses,1,7.8576655500036034
32,Male,Bachelor's,20,Engineer,Education,Financial Analyst,Low,City_C,1,Online Courses,1,26.32251147307908
59,Female,High School,24,Engineer,Finance,Nurse,Medium,City_B,1,Certifications,1,8.91837979034907
23,Female,High School,19,Manager,Healthcare,Financial Analyst,High,City_C,1,Certifications,0,9.342465608080978
28,Female,Ph.D.,16,Engineer,Education,Nurse,Medium,City_C,1,Online Courses,1,1.219881783769193
39,Male,Bachelor's,7,Analyst,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,9.896527629353857
48,Male,Ph.D.,19,Consultant,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,7.390204583501661
55,Female,Master's,12,Manager,Healthcare,Teacher,High,City_A,1,Certifications,0,5.683530033936661
48,Male,High School,15,Consultant,Education,Teacher,High,City_C,1,Workshops,0,26.680845358533407
38,Female,Master's,23,Analyst,IT,Nurse,High,City_C,1,Online Courses,0,5.666663193487416
45,Male,Bachelor's,14,Manager,Healthcare,Financial Analyst,High,City_B,1,Workshops,1,3.921622515806
46,Male,Ph.D.,11,Consultant,Healthcare,Teacher,High,City_A,1,Online Courses,1,6.604190323268934
28,Male,Ph.D.,26,Consultant,Finance,Software Developer,Medium,City_C,1,Online Courses,0,1.8368224880031212
27,Male,Ph.D.,10,Analyst,IT,Software Developer,High,City_B,1,Workshops,0,21.346798591378715
45,Female,Master's,27,Consultant,Education,Software Developer,High,City_A,1,Workshops,1,18.581455349100064
54,Male,High School,11,Analyst,Finance,Nurse,Low,City_A,1,Workshops,1,10.352330142822145
50,Female,Master's,6,Engineer,Healthcare,Nurse,High,City_C,1,Online Courses,1,14.719511542389029
43,Female,Master's,2,Analyst,Finance,Financial Analyst,Low,City_C,1,Workshops,0,15.695839781334284
47,Female,Bachelor's,11,Engineer,Finance,Software Developer,Medium,City_C,1,Workshops,1,4.839121042403824
49,Male,Bachelor's,19,Manager,Healthcare,Financial Analyst,Medium,City_C,1,Certifications,1,22.63073819485321
42,Female,Bachelor's,6,Consultant,IT,Financial Analyst,High,City_B,1,Certifications,0,9.040086575237723
28,Female,High School,14,Analyst,IT,Software Developer,Medium,City_B,1,Workshops,0,6.502877265051
38,Female,High School,20,Analyst,Finance,Financial Analyst,High,City_C,1,Workshops,0,27.96477196400295
41,Male,Bachelor's,6,Consultant,Healthcare,Teacher,Medium,City_A,1,Workshops,1,19.342461853862787
41,Male,Bachelor's,17,Consultant,Education,Nurse,High,City_C,1,Workshops,0,5.4752888435362435
43,Female,High School,10,Manager,Finance,Financial Analyst,High,City_A,1,Certifications,0,1.5436168191363429
49,Male,Ph.D.,28,Manager,Education,Software Developer,Low,City_A,1,Online Courses,1,6.4617373324265275
28,Female,High School,1,Analyst,Finance,Nurse,Low,City_A,1,Workshops,1,8.27493759029408
22,Female,High School,3,Manager,Finance,Nurse,Low,City_B,1,Workshops,0,7.741072488236304
53,Male,High School,8,Engineer,Healthcare,Financial Analyst,Low,City_A,1,Certifications,1,2.82672472747765
34,Female,Bachelor's,8,Manager,Healthcare,Teacher,High,City_A,1,Workshops,0,8.760632765987904
51,Male,Ph.D.,27,Manager,Education,Financial Analyst,Medium,City_B,1,Workshops,1,4.082879490934158
44,Male,High School,20,Analyst,Education,Teacher,High,City_A,1,Certifications,1,9.518575404627471
40,Female,Bachelor's,22,Engineer,IT,Nurse,Low,City_A,1,Workshops,0,28.868547325005665
53,Male,Master's,15,Manager,Healthcare,Financial Analyst,Low,City_C,1,Workshops,0,5.375878196678584
51,Male,Master's,24,Engineer,Finance,Software Developer,Medium,City_A,1,Certifications,0,14.52676556874972
50,Female,High School,7,Engineer,Finance,Financial Analyst,Low,City_A,1,Online Courses,1,3.2288508862714425
50,Female,Master's,11,Engineer,IT,Teacher,High,City_A,1,Workshops,0,19.172569748629318
51,Male,Ph.D.,7,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,1,14.165954461693834
37,Male,Master's,29,Consultant,Finance,Financial Analyst,High,City_A,1,Online Courses,1,36.421571548937
40,Female,Master's,4,Consultant,IT,Teacher,High,City_B,1,Certifications,0,15.688406478075832
39,Male,Ph.D.,25,Consultant,IT,Nurse,High,City_A,1,Online Courses,1,24.693670657705006
22,Male,High School,12,Analyst,Finance,Financial Analyst,Medium,City_A,1,Workshops,1,2.764262815331569
35,Male,High School,26,Manager,Finance,Teacher,High,City_B,1,Online Courses,0,13.249583067538069
23,Male,Ph.D.,6,Consultant,Education,Financial Analyst,Low,City_B,1,Certifications,1,11.287858929324727
49,Male,Ph.D.,14,Analyst,Healthcare,Financial Analyst,Low,City_A,1,Workshops,1,15.383728803433744
51,Male,Ph.D.,12,Manager,Education,Software Developer,Low,City_A,1,Certifications,0,5.869638287187547
59,Male,Master's,11,Consultant,IT,Financial Analyst,Low,City_A,1,Certifications,0,12.461757068065412
25,Female,Ph.D.,19,Manager,Finance,Software Developer,Medium,City_C,1,Online Courses,1,19.431893445535877
22,Female,Bachelor's,21,Consultant,Education,Teacher,Low,City_C,1,Online Courses,1,22.546742208506394
29,Female,Master's,5,Analyst,IT,Software Developer,Medium,City_A,1,Certifications,1,4.229457462229452
50,Female,High School,14,Engineer,Healthcare,Software Developer,Low,City_B,1,Certifications,1,14.597391824045086
24,Female,High School,21,Engineer,Finance,Software Developer,Medium,City_A,1,Workshops,0,26.346926467655788
53,Male,High School,24,Manager,Education,Nurse,Medium,City_B,1,Certifications,1,14.698125222624771
31,Male,Master's,16,Analyst,Healthcare,Software Developer,Medium,City_B,1,Certifications,1,9.445796668888928
31,Male,Bachelor's,25,Engineer,Education,Financial Analyst,Low,City_B,1,Online Courses,1,18.613471429649103
40,Male,Ph.D.,13,Consultant,IT,Software Developer,Medium,City_A,1,Certifications,1,5.206694502317184
55,Female,Ph.D.,25,Engineer,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,24.285269256436976
54,Male,High School,29,Manager,Education,Software Developer,High,City_B,1,Online Courses,1,14.355252370980356
44,Male,High School,22,Manager,Healthcare,Nurse,Low,City_C,1,Workshops,0,13.532468520491829
49,Female,Master's,22,Analyst,IT,Teacher,High,City_C,1,Online Courses,0,17.166458571787665
53,Male,Bachelor's,25,Manager,Healthcare,Software Developer,High,City_C,1,Online Courses,0,23.06580489518967
28,Male,Ph.D.,20,Engineer,Education,Software Developer,High,City_B,1,Certifications,0,14.679929575812556
50,Female,Master's,22,Engineer,IT,Nurse,Low,City_A,1,Certifications,0,13.673230775637714
29,Male,Ph.D.,4,Engineer,Finance,Software Developer,Low,City_B,1,Workshops,1,5.894111709368849
22,Male,High School,11,Engineer,Education,Financial Analyst,High,City_C,1,Certifications,0,9.742566402905483
24,Male,Ph.D.,17,Analyst,Education,Software Developer,Low,City_A,1,Workshops,0,18.572911386303655
45,Male,Bachelor's,7,Consultant,IT,Software Developer,Medium,City_B,1,Workshops,0,2.444288286853377
44,Male,Bachelor's,14,Consultant,IT,Teacher,High,City_B,1,Workshops,1,5.597974074021976
29,Female,High School,26,Analyst,Finance,Teacher,Low,City_C,1,Workshops,0,4.490389798523886
58,Female,Bachelor's,11,Manager,Education,Software Developer,Low,City_B,1,Certifications,1,25.764102221432626
24,Female,Bachelor's,28,Consultant,IT,Nurse,High,City_A,1,Online Courses,0,8.996962444330311
54,Female,Master's,22,Manager,Finance,Teacher,Low,City_C,1,Online Courses,0,27.215897797203404
49,Female,Ph.D.,9,Consultant,Finance,Software Developer,High,City_C,1,Certifications,1,6.1172396262099795
